section_type,valid,d,b,t_f,t_w,r,n_r,A,ksx,ksy,Ixx,Iyy,Ixy,elastic_modulus,poissons_ratio,yield_strength
i_section,True,123.68371973740362,281.5722702255158,20.9554855932639,10.894626756303557,7.718914930312221,8,12744.563174946967,0.7844666539930532,0.08666227909376314,32143273.228300653,77979616.86326449,-1.202169407132938e-07,146220.03268176812,0.7395107073312301,342.1312965126405
i_section,True,385.59131731022205,195.24237456384355,18.58788589328436,17.48366780194234,18.50405163171806,8,13652.791201038137,0.4852948800322468,0.46642010417438257,314997584.98499244,23266784.304264035,6.505859090203502e-07,156109.28332728945,0.6908095231302969,234.93503659081262
i_section,True,388.6294841457018,118.11069451417892,28.27817793657458,18.7356356300304,8.792069248075979,8,12969.899876610922,0.3922801226645241,0.526205433847837,276309876.8539211,7956502.8734481335,-5.911957846198214e-07,151969.5375666042,0.5872425845925976,283.4598731574933
i_section,True,170.24017463410462,174.95155944680673,21.36889002847712,29.079455275956974,15.650495331331115,8,11401.439797284442,0.6380554797191761,0.3718029866511309,47522307.865301214,19405734.34745394,1.1342798625774746e-07,189409.82476035587,0.5302563795994608,264.1233211557357
i_section,True,314.3184967929548,106.90937965414005,12.672713057524142,11.28263507140443,9.476536200556321,8,6049.492358841945,0.3929589888700613,0.5546626909330541,85972503.93827675,2620552.9401018256,-5.6988489738758784e-08,205633.62976839673,0.6039149328715622,162.3694507541766
i_section,True,338.7849890798739,207.55382207367953,9.913422549679725,26.53296294773845,6.429749968163289,8,12614.617370836955,0.32090296751295766,0.6279626952103275,183964036.18582028,15277340.901234932,-1.3425411064241283e-06,244405.92428038514,0.6229409260573658,144.30041824750398
i_section,True,114.24553543310525,213.18539180014946,17.236448253111448,22.883003350102435,11.618398796097638,8,9293.979614219867,0.7188106520550843,0.20554603392713017,18606436.4933223,27937518.660963207,1.3758438884807456e-07,283916.6589105844,0.6288716737249546,150.2049033441767
i_section,True,368.0131771011679,239.771541120626,12.208036749332862,23.82715008988297,16.345150420393015,8,14277.581118603905,0.39754165031050026,0.5529665005271724,272581559.54639584,28494533.446450617,4.2301319057883384e-07,203155.60345152987,0.5000889175309764,219.91834726858926
i_section,True,164.92980500250732,68.86768090789364,16.13660315898116,13.008040136051687,8.93181444931241,8,4018.762772595711,0.4436814012545821,0.4991837673519119,15172435.420246521,908116.7817338775,-1.8249177118751664e-08,214050.74730663843,0.99,108.06053965005106
i_section,True,339.0843630404589,217.1495894298061,15.45031890150826,28.89771190581081,7.346848189976325,8,15663.6184167446,0.40177379330431456,0.5531753843550977,247431597.53395212,26999412.557654914,-1.9959320308300658e-06,133083.18915526007,0.99,270.80253471067135
i_section,True,277.493814170051,224.68812080498168,18.056601094642723,23.162759553130506,12.393583751439945,8,13841.14040822062,0.5340118319975414,0.41042244238220466,165792979.52217707,34415918.949183494,-8.582185713358878e-07,191166.33626865383,0.5925620532957596,257.01997843453603
i_section,True,225.55585347697692,210.43660344930294,12.016631651155738,28.514509344352508,12.000041332102349,8,10931.194754523724,0.46078331904165254,0.4935669592340002,78386978.07993206,19090400.715705983,-2.657720453261259e-07,205768.4431517001,0.8397090886159603,118.86368602891412
i_section,True,374.54304767630396,232.39111407724937,17.23076473560833,27.508176989519722,11.540320062332825,8,17481.400192408557,0.4266178386544082,0.5291770845635985,349281480.9088937,36664360.39830802,-2.6538925778798506e-06,270828.59569779463,0.7355853193527704,146.86590385601602
i_section,True,163.15316044828066,157.0037614541285,22.2245483951692,28.760368721834112,18.712475783758514,8,10702.434130291422,0.6506346588948545,0.3877777925778719,39891021.172277614,14682473.809982844,-4.237531301349034e-08,230455.52482151758,0.8323381722531559,112.85245336932817
